additional_relative_req|var_pop|agegroup|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_00#inc_2016_2021|25-64|education_level|education_level: no_education|9,726 (4.7)|4.65813521331826||9726
no|bd_00#inc_2016_2021|25-64|education_level|education_level: short_education|39,698 (19.0)|19.0128163374777||39698
no|bd_00#inc_2016_2021|65+|__n|__n|109,161 (100.0)|100||109161
no|bd_00#inc_2016_2021|65+|male|male|56,885 (52.1)|52.1111019503302||56885
no|bd_00#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_00#inc_2016_2021|65+|cci_g|cci_g: +3|15,892 (14.6)|14.5583129505959||15892
no|bd_00#inc_2016_2021|65+|cci_g|cci_g: 0|57,472 (52.6)|52.6488397871034||57472
no|bd_00#inc_2016_2021|65+|cci_g|cci_g: 1-2|35,797 (32.8)|32.7928472623006||35797
no|bd_00#inc_2016_2021|65+|age_index|age_index|76.1 (71.2;82.2)|71.158904109589|82.1616438356164|76.147945205
no|bd_00#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_00#inc_2016_2021|65+|education_level|education_level: long_education|17,997 (16.5)|16.4866573226701||17997
no|bd_00#inc_2016_2021|65+|education_level|education_level: medium_education|47,974 (43.9)|43.9479301215635||47974
no|bd_00#inc_2016_2021|65+|education_level|education_level: no_education|7,080 (6.5)|6.48583285239234||7080
no|bd_00#inc_2016_2021|65+|education_level|education_level: short_education|36,110 (33.1)|33.0795797033739||36110
no|bd_00#prev_2021|0-24|__n|__n|231,732 (100.0)|100||231732
no|bd_00#prev_2021|0-24|male|male|123,701 (53.4)|53.3810608806725||123701
no|bd_00#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_00#prev_2021|0-24|cci_g|cci_g: +3|888 (0.4)|0.38320128424214||888
no|bd_00#prev_2021|0-24|cci_g|cci_g: 0|213,833 (92.3)|92.2759912312499||213833
no|bd_00#prev_2021|0-24|cci_g|cci_g: 1-2|17,011 (7.3)|7.34080748450796||17011
no|bd_00#prev_2021|0-24|age_index|age_index|18.3 (13.5;21.8)|13.5342465753424|21.8109589041095|18.301369863
no|bd_00#prev_2021|0-24|education_level|education_level: title||||
no|bd_00#prev_2021|0-24|education_level|education_level: long_education|4,223 (1.8)|1.82236376503892||4223
no|bd_00#prev_2021|0-24|education_level|education_level: medium_education|44,946 (19.4)|19.3956812179586||44946
no|bd_00#prev_2021|0-24|education_level|education_level: no_education|54,495 (23.5)|23.5163896224949||54495
no|bd_00#prev_2021|0-24|education_level|education_level: short_education|128,068 (55.3)|55.2655653945074||128068
no|bd_00#prev_2021|25-64|__n|__n|993,537 (100.0)|100||993537
no|bd_00#prev_2021|25-64|male|male|423,102 (42.6)|42.5854296317097||423102
no|bd_00#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|cci_g|cci_g: +3|24,465 (2.5)|2.46241458546586||24465
no|bd_00#prev_2021|25-64|cci_g|cci_g: 0|818,599 (82.4)|82.3924020947383||818599
no|bd_00#prev_2021|25-64|cci_g|cci_g: 1-2|150,473 (15.1)|15.1451833197958||150473
no|bd_00#prev_2021|25-64|age_index|age_index|47.5 (36.5;56.1)|36.4972677595628|56.0546448087431|47.517808219
no|bd_00#prev_2021|25-64|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|education_level|education_level: long_education|295,883 (29.8)|29.780773136783||295883
no|bd_00#prev_2021|25-64|education_level|education_level: medium_education|443,054 (44.6)|44.5936084916817||443054
no|bd_00#prev_2021|25-64|education_level|education_level: no_education|23,096 (2.3)|2.32462404520415||23096
no|bd_00#prev_2021|25-64|education_level|education_level: short_education|231,504 (23.3)|23.300994326331||231504
no|bd_00#prev_2021|65+|__n|__n|405,751 (100.0)|100||405751
no|bd_00#prev_2021|65+|male|male|169,640 (41.8)|41.8088926459823||169640
no|bd_00#prev_2021|65+|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|cci_g|cci_g: +3|60,632 (14.9)|14.9431547919783||60632
no|bd_00#prev_2021|65+|cci_g|cci_g: 0|194,041 (47.8)|47.8226794265448||194041
no|bd_00#prev_2021|65+|cci_g|cci_g: 1-2|151,078 (37.2)|37.2341657814768||151078
no|bd_00#prev_2021|65+|age_index|age_index|74.6 (69.6;80.3)|69.6164383561643|80.2568306010929|74.553424658
no|bd_00#prev_2021|65+|education_level|education_level: title||||
no|bd_00#prev_2021|65+|education_level|education_level: long_education|80,328 (19.8)|19.7973634076071||80328
no|bd_00#prev_2021|65+|education_level|education_level: medium_education|182,370 (44.9)|44.9462847904256||182370
no|bd_00#prev_2021|65+|education_level|education_level: no_education|23,556 (5.8)|5.80553097835864||23556
no|bd_00#prev_2021|65+|education_level|education_level: short_education|119,497 (29.5)|29.4508208236085||119497
no|bd_01#inc_2016_2021|0-24|__n|__n|5,031 (100.0)|100||5031
no|bd_01#inc_2016_2021|0-24|male|male|3,149 (62.6)|62.5919300337905||3149
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: +3|28 (0.6)|0.55654939375869||28
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: 0|4,625 (91.9)|91.9300337904989||4625
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: 1-2|378 (7.5)|7.51341681574239||378
no|bd_01#inc_2016_2021|0-24|age_index|age_index|21.5 (19.5;23.3)|19.5490381016543|23.3150684931506|21.471232877
no|bd_01#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_01#inc_2016_2021|0-24|education_level|education_level: long_education|83 (1.6)|1.64977141721327||83
no|bd_01#inc_2016_2021|0-24|education_level|education_level: medium_education|1,235 (24.5)|24.547803617571||1235
no|bd_01#inc_2016_2021|0-24|education_level|education_level: no_education|66 (1.3)|1.31186642814549||66
no|bd_01#inc_2016_2021|0-24|education_level|education_level: short_education|3,647 (72.5)|72.4905585370701||3647
no|bd_01#inc_2016_2021|25-64|__n|__n|28,711 (100.0)|100||28711
no|bd_01#inc_2016_2021|25-64|male|male|16,334 (56.9)|56.8910870398105||16334
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: +3|966 (3.4)|3.36456410435024||966
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: 0|22,552 (78.5)|78.5482915955557||22552
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: 1-2|5,193 (18.1)|18.087144300094||5193
no|bd_01#inc_2016_2021|25-64|age_index|age_index|49.3 (39.4;56.8)|39.4273972602739|56.8383561643835|49.28129351
no|bd_01#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_01#inc_2016_2021|25-64|education_level|education_level: long_education|5,579 (19.4)|19.431576747588||5579
no|bd_01#inc_2016_2021|25-64|education_level|education_level: medium_education|13,671 (47.6)|47.6158963463481||13671
no|bd_01#inc_2016_2021|25-64|education_level|education_level: no_education|885 (3.1)|3.08244226951342||885
no|bd_01#inc_2016_2021|25-64|education_level|education_level: short_education|8,576 (29.9)|29.8700846365504||8576
no|bd_01#inc_2016_2021|65+|__n|__n|10,347 (100.0)|100||10347
no|bd_01#inc_2016_2021|65+|male|male|6,298 (60.9)|60.8678844109403||6298
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: +3|1,691 (16.3)|16.3429013240552||1691
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: 0|4,931 (47.7)|47.6563255049772||4931
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: 1-2|3,725 (36.0)|36.0007731709674||3725
no|bd_01#inc_2016_2021|65+|age_index|age_index|72.0 (68.4;76.5)|68.3551912568306|76.4726775956284|72.024657534
no|bd_01#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_01#inc_2016_2021|65+|education_level|education_level: long_education|1,968 (19.0)|19.0200057987822||1968
no|bd_01#inc_2016_2021|65+|education_level|education_level: medium_education|5,108 (49.4)|49.3669662704165||5108
no|bd_01#inc_2016_2021|65+|education_level|education_level: no_education|777 (7.5)|7.50942302116555||777
no|bd_01#inc_2016_2021|65+|education_level|education_level: short_education|2,494 (24.1)|24.1036049096356||2494
no|bd_01#prev_2021|0-24|__n|__n|3,334 (100.0)|100||3334
no|bd_01#prev_2021|0-24|male|male|2,011 (60.3)|60.3179364127174||2011
no|bd_01#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_01#prev_2021|0-24|cci_g|cci_g: +3|26 (0.8)|0.77984403119376||26
no|bd_01#prev_2021|0-24|cci_g|cci_g: 0|3,023 (90.7)|90.6718656268746||3023
no|bd_01#prev_2021|0-24|cci_g|cci_g: 1-2|285 (8.5)|8.54829034193161||285
no|bd_01#prev_2021|0-24|age_index|age_index|22.6 (20.8;24.0)|20.8142076502732|23.9917808219178|22.62739726
no|bd_01#prev_2021|0-24|education_level|education_level: title||||
no|bd_01#prev_2021|0-24|education_level|education_level: long_education|57 (1.7)|1.70965806838632||57
no|bd_01#prev_2021|0-24|education_level|education_level: medium_education|858 (25.7)|25.7348530293941||858
no|bd_01#prev_2021|0-24|education_level|education_level: no_education|103 (3.1)|3.08938212357528||103
no|bd_01#prev_2021|0-24|education_level|education_level: short_education|2,316 (69.5)|69.4661067786442||2316
no|bd_01#prev_2021|25-64|__n|__n|96,142 (100.0)|100||96142
no|bd_01#prev_2021|25-64|male|male|65,485 (68.1)|68.1127914959123||65485
no|bd_01#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_01#prev_2021|25-64|cci_g|cci_g: +3|5,711 (5.9)|5.94017182916935||5711
no|bd_01#prev_2021|25-64|cci_g|cci_g: 0|69,267 (72.0)|72.0465561357159||69267
no|bd_01#prev_2021|25-64|cci_g|cci_g: 1-2|21,164 (22.0)|22.0132720351147||21164
no|bd_01#prev_2021|25-64|age_index|age_index|52.4 (42.8;58.6)|42.8301369863013|58.6301369863013|52.379781421
no|bd_01#prev_2021|25-64|education_level|education_level: title||||
no|bd_01#prev_2021|25-64|education_level|education_level: long_education|14,168 (14.7)|14.7365355411786||14168
no|bd_01#prev_2021|25-64|education_level|education_level: medium_education|43,386 (45.1)|45.1269996463564||43386
no|bd_01#prev_2021|25-64|education_level|education_level: no_education|2,573 (2.7)|2.67624971396476||2573
no|bd_01#prev_2021|25-64|education_level|education_level: short_education|36,015 (37.5)|37.4602150985001||36015
no|bd_01#prev_2021|65+|__n|__n|41,160 (100.0)|100||41160
no|bd_01#prev_2021|65+|male|male|25,588 (62.2)|62.1671525753158||25588
no|bd_01#prev_2021|65+|cci_g|cci_g: title||||
no|bd_01#prev_2021|65+|cci_g|cci_g: +3|8,614 (20.9)|20.9280855199222||8614
no|bd_01#prev_2021|65+|cci_g|cci_g: 0|16,794 (40.8)|40.801749271137||16794
no|bd_01#prev_2021|65+|cci_g|cci_g: 1-2|15,752 (38.3)|38.2701652089407||15752
no|bd_01#prev_2021|65+|age_index|age_index|71.9 (68.1;76.3)|68.0573770491803|76.3469945355191|71.909589041
no|bd_01#prev_2021|65+|education_level|education_level: title||||
no|bd_01#prev_2021|65+|education_level|education_level: long_education|7,816 (19.0)|18.9893100097181||7816
no|bd_01#prev_2021|65+|education_level|education_level: medium_education|20,018 (48.6)|48.6345966958212||20018
no|bd_01#prev_2021|65+|education_level|education_level: no_education|2,741 (6.7)|6.65937803692905||2741
no|bd_01#prev_2021|65+|education_level|education_level: short_education|10,585 (25.7)|25.7167152575315||10585
no|bd_02#inc_2016_2021|0-24|__n|__n|48,452 (100.0)|100||48452
no|bd_02#inc_2016_2021|0-24|male|male|16,657 (34.4)|34.378353834723||16657
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: +3|96 (0.2)|0.19813423594485||96
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: 0|44,988 (92.9)|92.8506563196565||44988
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: 1-2|3,368 (7.0)|6.95120944439858||3368
no|bd_02#inc_2016_2021|0-24|age_index|age_index|19.2 (16.0;22.1)|16.0109289617486|22.0799535893405|19.216438356
no|bd_02#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_02#inc_2016_2021|0-24|education_level|education_level: long_education|843 (1.7)|1.73986625939073||843
no|bd_02#inc_2016_2021|0-24|education_level|education_level: medium_education|10,369 (21.4)|21.4005613803351||10369
no|bd_02#inc_2016_2021|0-24|education_level|education_level: no_education|4,842 (10.0)|9.9933955254685||4842
no|bd_02#inc_2016_2021|0-24|education_level|education_level: short_education|32,398 (66.9)|66.8661768348056||32398
no|bd_02#inc_2016_2021|25-64|__n|__n|56,008 (100.0)|100||56008
no|bd_02#inc_2016_2021|25-64|male|male|21,338 (38.1)|38.0981288387373||21338
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: +3|1,804 (3.2)|3.22096843308098||1804
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: 0|46,085 (82.3)|82.2828881588344||46085
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: 1-2|8,119 (14.5)|14.4961434080845||8119
no|bd_02#inc_2016_2021|25-64|age_index|age_index|41.4 (31.7;52.0)|31.6767123287671|52.0301369863013|41.414248821
no|bd_02#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_02#inc_2016_2021|25-64|education_level|education_level: long_education|15,241 (27.2)|27.212183973718||15241
no|bd_02#inc_2016_2021|25-64|education_level|education_level: medium_education|23,060 (41.2)|41.1726896157691||23060
no|bd_02#inc_2016_2021|25-64|education_level|education_level: no_education|2,213 (4.0)|3.95122125410655||2213
no|bd_02#inc_2016_2021|25-64|education_level|education_level: short_education|15,494 (27.7)|27.6639051564062||15494
no|bd_02#inc_2016_2021|65+|__n|__n|19,241 (100.0)|100||19241
no|bd_02#inc_2016_2021|65+|male|male|6,449 (33.5)|33.5169689725066||6449
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: +3|4,555 (23.7)|23.6734057481419||4555
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: 0|7,402 (38.5)|38.4699339951146||7402
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: 1-2|7,284 (37.9)|37.8566602567434||7284
no|bd_02#inc_2016_2021|65+|age_index|age_index|75.3 (70.4;81.5)|70.3539037353095|81.4657534246575|75.31147541
no|bd_02#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_02#inc_2016_2021|65+|education_level|education_level: long_education|2,960 (15.4)|15.383815809989||2960
no|bd_02#inc_2016_2021|65+|education_level|education_level: medium_education|8,221 (42.7)|42.7264695182163||8221
no|bd_02#inc_2016_2021|65+|education_level|education_level: no_education|979 (5.1)|5.08809313445247||979
no|bd_02#inc_2016_2021|65+|education_level|education_level: short_education|7,081 (36.8)|36.8016215373421||7081
no|bd_02#prev_2021|0-24|__n|__n|45,408 (100.0)|100||45408
no|bd_02#prev_2021|0-24|male|male|16,946 (37.3)|37.3194150810429||16946
no|bd_02#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_02#prev_2021|0-24|cci_g|cci_g: +3|114 (0.3)|0.25105708245243||114
no|bd_02#prev_2021|0-24|cci_g|cci_g: 0|41,975 (92.4)|92.439658210007||41975
no|bd_02#prev_2021|0-24|cci_g|cci_g: 1-2|3,319 (7.3)|7.30928470754052||3319
no|bd_02#prev_2021|0-24|age_index|age_index|20.9 (18.1;23.1)|18.1068493150684|23.1013698630137|20.898907104
no|bd_02#prev_2021|0-24|education_level|education_level: title||||
no|bd_02#prev_2021|0-24|education_level|education_level: long_education|977 (2.2)|2.15160324171952||977
no|bd_02#prev_2021|0-24|education_level|education_level: medium_education|11,385 (25.1)|25.0726744186046||11385
no|bd_02#prev_2021|0-24|education_level|education_level: no_education|1,980 (4.4)|4.36046511627907||1980
no|bd_02#prev_2021|0-24|education_level|education_level: short_education|31,066 (68.4)|68.4152572233967||31066
no|bd_02#prev_2021|25-64|__n|__n|202,051 (100.0)|100||202051
no|bd_02#prev_2021|25-64|male|male|72,298 (35.8)|35.7820550257113||72298
no|bd_02#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_02#prev_2021|25-64|cci_g|cci_g: +3|5,151 (2.5)|2.54935635062434||5151
no|bd_02#prev_2021|25-64|cci_g|cci_g: 0|165,532 (81.9)|81.9258504041059||165532
no|bd_02#prev_2021|25-64|cci_g|cci_g: 1-2|31,368 (15.5)|15.5247932452697||31368
no|bd_02#prev_2021|25-64|age_index|age_index|45.4 (35.2;54.6)|35.1561643835616|54.5534246575342|45.42739726
no|bd_02#prev_2021|25-64|education_level|education_level: title||||
no|bd_02#prev_2021|25-64|education_level|education_level: long_education|53,967 (26.7)|26.7095931225284||53967
no|bd_02#prev_2021|25-64|education_level|education_level: medium_education|82,718 (40.9)|40.9391688237128||82718
no|bd_02#prev_2021|25-64|education_level|education_level: no_education|4,688 (2.3)|2.32020628455192||4688
no|bd_02#prev_2021|25-64|education_level|education_level: short_education|60,678 (30.0)|30.0310317692067||60678
no|bd_02#prev_2021|65+|__n|__n|58,211 (100.0)|100||58211
no|bd_02#prev_2021|65+|male|male|17,721 (30.4)|30.4426998333648||17721
no|bd_02#prev_2021|65+|cci_g|cci_g: title||||
no|bd_02#prev_2021|65+|cci_g|cci_g: +3|8,845 (15.2)|15.1947226469224||8845
no|bd_02#prev_2021|65+|cci_g|cci_g: 0|28,041 (48.2)|48.1713078284173||28041
no|bd_02#prev_2021|65+|cci_g|cci_g: 1-2|21,325 (36.6)|36.6339695246602||21325
no|bd_02#prev_2021|65+|age_index|age_index|73.8 (69.0;79.6)|68.9508196721311|79.6465753424657|73.756164384
no|bd_02#prev_2021|65+|education_level|education_level: title||||
no|bd_02#prev_2021|65+|education_level|education_level: long_education|10,485 (18.0)|18.0120595763687||10485
no|bd_02#prev_2021|65+|education_level|education_level: medium_education|25,410 (43.7)|43.6515435227019||25410
no|bd_02#prev_2021|65+|education_level|education_level: no_education|2,649 (4.6)|4.55068629640446||2649
no|bd_02#prev_2021|65+|education_level|education_level: short_education|19,667 (33.8)|33.7857106045249||19667
no|bd_03#inc_2016_2021|0-24|__n|__n|3,536 (100.0)|100||3536
no|bd_03#inc_2016_2021|0-24|male|male|1,128 (31.9)|31.9004524886877||1128
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: +3|9 (0.3)|0.25452488687782||9
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: 0|3,300 (93.3)|93.3257918552036||3300
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: 1-2|227 (6.4)|6.41968325791855||227
no|bd_03#inc_2016_2021|0-24|age_index|age_index|21.3 (19.1;23.1)|19.0712328767123|23.1497043191855|21.349363725
no|bd_03#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_03#inc_2016_2021|0-24|education_level|education_level: long_education|82 (2.3)|2.31900452488687||82
no|bd_03#inc_2016_2021|0-24|education_level|education_level: medium_education|1,244 (35.2)|35.1809954751131||1244
no|bd_03#inc_2016_2021|0-24|education_level|education_level: no_education|23 (0.7)|0.65045248868778||23
no|bd_03#inc_2016_2021|0-24|education_level|education_level: short_education|2,187 (61.8)|61.8495475113122||2187
no|bd_03#inc_2016_2021|25-64|__n|__n|6,758 (100.0)|100||6758
no|bd_03#inc_2016_2021|25-64|male|male|2,850 (42.2)|42.1722403077833||2850
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: +3|127 (1.9)|1.87925421722403||127
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: 0|5,673 (83.9)|83.9449541284403||5673
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: 1-2|958 (14.2)|14.1757916543356||958
no|bd_03#inc_2016_2021|25-64|age_index|age_index|41.5 (31.9;51.6)|31.9342465753424|51.5698630136986|41.457504304
no|bd_03#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_03#inc_2016_2021|25-64|education_level|education_level: long_education|2,024 (29.9)|29.9496892571766||2024
no|bd_03#inc_2016_2021|25-64|education_level|education_level: medium_education|2,908 (43.0)|43.03048239124||2908
no|bd_03#inc_2016_2021|25-64|education_level|education_level: no_education|201 (3.0)|2.9742527374963||201
no|bd_03#inc_2016_2021|25-64|education_level|education_level: short_education|1,625 (24.0)|24.045575614087||1625
no|bd_03#inc_2016_2021|65+|__n|__n|1,099 (100.0)|100||1099
no|bd_03#inc_2016_2021|65+|male|male|466 (42.4)|42.4021838034576||466
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: +3|168 (15.3)|15.2866242038216||168
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: 0|507 (46.1)|46.132848043676||507
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: 1-2|424 (38.6)|38.5805277525022||424
no|bd_03#inc_2016_2021|65+|age_index|age_index|73.0 (68.9;77.6)|68.9479452054794|77.6|72.982468748
no|bd_03#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_03#inc_2016_2021|65+|education_level|education_level: long_education|254 (23.1)|23.1119199272065||254
no|bd_03#inc_2016_2021|65+|education_level|education_level: medium_education|449 (40.9)|40.8553230209281||449
no|bd_03#inc_2016_2021|65+|education_level|education_level: no_education|91 (8.3)|8.28025477707006||91
no|bd_03#inc_2016_2021|65+|education_level|education_level: short_education|305 (27.8)|27.7525022747952||305
no|bd_03#prev_2021|0-24|__n|__n|2,328 (100.0)|100||2328
no|bd_03#prev_2021|0-24|male|male|800 (34.4)|34.3642611683848||800
no|bd_03#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_03#prev_2021|0-24|cci_g|cci_g: +3|9 (0.4)|0.38659793814433||9
no|bd_03#prev_2021|0-24|cci_g|cci_g: 0|2,127 (91.4)|91.3659793814433||2127
no|bd_03#prev_2021|0-24|cci_g|cci_g: 1-2|192 (8.2)|8.24742268041237||192
no|bd_03#prev_2021|0-24|age_index|age_index|22.3 (20.4;23.8)|20.4125683060109|23.8438356164383|22.342465753
no|bd_03#prev_2021|0-24|education_level|education_level: title||||
no|bd_03#prev_2021|0-24|education_level|education_level: long_education|72 (3.1)|3.09278350515464||72
no|bd_03#prev_2021|0-24|education_level|education_level: medium_education|823 (35.4)|35.3522336769759||823
no|bd_03#prev_2021|0-24|education_level|education_level: no_education|15 (0.6)|0.64432989690721||15
no|bd_03#prev_2021|0-24|education_level|education_level: short_education|1,418 (60.9)|60.9106529209622||1418
no|bd_03#prev_2021|25-64|__n|__n|23,175 (100.0)|100||23175
no|bd_03#prev_2021|25-64|male|male|9,054 (39.1)|39.0679611650485||9054
no|bd_03#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_03#prev_2021|25-64|cci_g|cci_g: +3|750 (3.2)|3.23624595469255||750
no|bd_03#prev_2021|25-64|cci_g|cci_g: 0|18,248 (78.7)|78.740021574973||18248
no|bd_03#prev_2021|25-64|cci_g|cci_g: 1-2|4,177 (18.0)|18.0237324703344||4177
no|bd_03#prev_2021|25-64|age_index|age_index|47.6 (37.6;56.3)|37.5808219178082|56.2950819672131|47.646575342
no|bd_03#prev_2021|25-64|education_level|education_level: title||||
no|bd_03#prev_2021|25-64|education_level|education_level: long_education|6,222 (26.8)|26.8478964401294||6222
no|bd_03#prev_2021|25-64|education_level|education_level: medium_education|9,868 (42.6)|42.5803667745415||9868
no|bd_03#prev_2021|25-64|education_level|education_level: no_education|477 (2.1)|2.05825242718446||477
no|bd_03#prev_2021|25-64|education_level|education_level: short_education|6,608 (28.5)|28.5134843581445||6608
no|bd_03#prev_2021|65+|__n|__n|7,983 (100.0)|100||7983
no|bd_03#prev_2021|65+|male|male|3,010 (37.7)|37.7051233871978||3010
no|bd_03#prev_2021|65+|cci_g|cci_g: title||||
no|bd_03#prev_2021|65+|cci_g|cci_g: +3|1,281 (16.0)|16.0465990229237||1281
no|bd_03#prev_2021|65+|cci_g|cci_g: 0|3,626 (45.4)|45.4215207315545||3626
no|bd_03#prev_2021|65+|cci_g|cci_g: 1-2|3,076 (38.5)|38.5318802455217||3076
no|bd_03#prev_2021|65+|age_index|age_index|73.2 (68.7;78.1)|68.6885245901639|78.0986301369863|73.205479452
no|bd_03#prev_2021|65+|education_level|education_level: title||||
no|bd_03#prev_2021|65+|education_level|education_level: long_education|1,963 (24.6)|24.5897532256044||1963
no|bd_03#prev_2021|65+|education_level|education_level: medium_education|3,337 (41.8)|41.8013278216209||3337
no|bd_03#prev_2021|65+|education_level|education_level: no_education|590 (7.4)|7.39070524865338||590
no|bd_03#prev_2021|65+|education_level|education_level: short_education|2,093 (26.2)|26.2182137041212||2093
no|bd_04#inc_2016_2021|0-24|__n|__n|972 (100.0)|100||972
no|bd_04#inc_2016_2021|0-24|male|male|506 (52.1)|52.0576131687242||506
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: +3|8 (0.8)|0.82304526748971||8
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: 0|895 (92.1)|92.0781893004115||895
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: 1-2|69 (7.1)|7.09876543209876||69
no|bd_04#inc_2016_2021|0-24|age_index|age_index|15.5 (7.5;20.7)|7.48651845197993|20.6951792798862|15.524590164
