additional_relative_req|var_pop|agegroup|closest_relative_group|n_agegroup|closest_relative_group_n|has_control_closest_rel_prop
no|bd_16#inc_2016_2021|65+|pooled|1106|1003|0.99
no|bd_16#inc_2016_2021|65+|sibling|1106|16|0.68
no|bd_16#prev_2021|0-24|father|1183|970|1
no|bd_16#prev_2021|0-24|mother|1183|985|1
no|bd_16#prev_2021|0-24|no_relative|1183|47|
no|bd_16#prev_2021|25-64|child|4378|540|1
no|bd_16#prev_2021|25-64|no_relative|4378|125|
no|bd_16#prev_2021|25-64|parent|4378|762|0.99
no|bd_16#prev_2021|25-64|partner|4378|2414|0.99
no|bd_16#prev_2021|25-64|pooled|4378|4253|0.99
no|bd_16#prev_2021|25-64|sibling|4378|537|0.93
no|bd_16#prev_2021|65+|child|2637|834|1
no|bd_16#prev_2021|65+|no_relative|2637|234|
no|bd_16#prev_2021|65+|partner|2637|1524|0.99
no|bd_16#prev_2021|65+|pooled|2637|2403|0.99
no|bd_16#prev_2021|65+|sibling|2637|45|0.84
no|bd_17#inc_2016_2021|0-24|father|152|109|1
no|bd_17#inc_2016_2021|0-24|mother|152|114|1
no|bd_17#inc_2016_2021|0-24|no_relative|152|23|
no|bd_17#inc_2016_2021|25-64|child|978|163|1
no|bd_17#inc_2016_2021|25-64|no_relative|978|46|
no|bd_17#inc_2016_2021|25-64|parent|978|88|0.97
no|bd_17#inc_2016_2021|25-64|partner|978|568|0.99
no|bd_17#inc_2016_2021|25-64|pooled|978|932|0.99
no|bd_17#inc_2016_2021|25-64|sibling|978|113|0.96
no|bd_17#inc_2016_2021|65+|child|1490|522|1
no|bd_17#inc_2016_2021|65+|no_relative|1490|129|
no|bd_17#inc_2016_2021|65+|partner|1490|812|0.99
no|bd_17#inc_2016_2021|65+|pooled|1490|1361|0.99
no|bd_17#inc_2016_2021|65+|sibling|1490|27|0.74
no|bd_17#prev_2021|0-24|father|368|314|1
no|bd_17#prev_2021|0-24|mother|368|324|1
no|bd_17#prev_2021|0-24|no_relative|368|8|
no|bd_17#prev_2021|25-64|child|1711|288|1
no|bd_17#prev_2021|25-64|no_relative|1711|67|
no|bd_17#prev_2021|25-64|parent|1711|303|0.99
no|bd_17#prev_2021|25-64|partner|1711|799|0.99
no|bd_17#prev_2021|25-64|pooled|1711|1644|0.98
no|bd_17#prev_2021|25-64|sibling|1711|254|0.94
no|bd_17#prev_2021|65+|child|1802|603|1
no|bd_17#prev_2021|65+|no_relative|1802|181|
no|bd_17#prev_2021|65+|partner|1802|972|0.99
no|bd_17#prev_2021|65+|pooled|1802|1621|0.99
no|bd_17#prev_2021|65+|sibling|1802|46|0.8
no|bd_18#inc_2016_2021|0-24|father|113||
no|bd_18#inc_2016_2021|0-24|mother|113||
no|bd_18#inc_2016_2021|0-24|no_relative|113||
no|bd_18#inc_2016_2021|25-64|child|3071|375|1
no|bd_18#inc_2016_2021|25-64|no_relative|3071|80|
no|bd_18#inc_2016_2021|25-64|parent|3071|291|0.99
no|bd_18#inc_2016_2021|25-64|partner|3071|2044|0.99
no|bd_18#inc_2016_2021|25-64|pooled|3071|2991|0.99
no|bd_18#inc_2016_2021|25-64|sibling|3071|281|0.97
no|bd_18#inc_2016_2021|65+|child|10502|2998|1
no|bd_18#inc_2016_2021|65+|no_relative|10502|793|
no|bd_18#inc_2016_2021|65+|partner|10502|6612|0.99
no|bd_18#inc_2016_2021|65+|pooled|10502|9709|0.99
no|bd_18#inc_2016_2021|65+|sibling|10502|99|0.75
no|bd_18#prev_2021|0-24|father|201|174|1
no|bd_18#prev_2021|0-24|mother|201|180|1
no|bd_18#prev_2021|0-24|no_relative|201|8|
no|bd_18#prev_2021|25-64|child|5356|791|1
no|bd_18#prev_2021|25-64|no_relative|5356|96|
no|bd_18#prev_2021|25-64|parent|5356|598|0.99
no|bd_18#prev_2021|25-64|partner|5356|3314|0.99
no|bd_18#prev_2021|25-64|pooled|5356|5260|0.99
no|bd_18#prev_2021|25-64|sibling|5356|557|0.97
no|bd_18#prev_2021|65+|child|16472|5920|1
no|bd_18#prev_2021|65+|no_relative|16472|1338|
no|bd_18#prev_2021|65+|partner|16472|8950|0.99
no|bd_18#prev_2021|65+|pooled|16472|15134|0.99
no|bd_18#prev_2021|65+|sibling|16472|264|0.81
no|bd_19#inc_2016_2021|0-24|father|8094|6631|1
no|bd_19#inc_2016_2021|0-24|mother|8094|7010|1
no|bd_19#inc_2016_2021|0-24|no_relative|8094|399|
no|bd_19#inc_2016_2021|25-64|child|9712|1391|0.99
no|bd_19#inc_2016_2021|25-64|no_relative|9712|246|
no|bd_19#inc_2016_2021|25-64|parent|9712|3015|0.99
no|bd_19#inc_2016_2021|25-64|partner|9712|3369|0.99
no|bd_19#inc_2016_2021|25-64|pooled|9712|9466|0.98
no|bd_19#inc_2016_2021|25-64|sibling|9712|1691|0.92
no|bd_19#inc_2016_2021|65+|child|282|131|1
no|bd_19#inc_2016_2021|65+|no_relative|282|48|
no|bd_19#inc_2016_2021|65+|partner|282|86|1
no|bd_19#inc_2016_2021|65+|pooled|282|234|0.97
no|bd_19#inc_2016_2021|65+|sibling|282|17|0.64
no|bd_19#prev_2021|0-24|father|6574|5350|1
no|bd_19#prev_2021|0-24|mother|6574|5583|1
no|bd_19#prev_2021|0-24|no_relative|6574|338|
no|bd_19#prev_2021|25-64|child|58363|9534|0.99
no|bd_19#prev_2021|25-64|no_relative|58363|1196|
no|bd_19#prev_2021|25-64|parent|58363|16126|0.99
no|bd_19#prev_2021|25-64|partner|58363|20971|0.99
no|bd_19#prev_2021|25-64|pooled|58363|57167|0.98
no|bd_19#prev_2021|25-64|sibling|58363|10536|0.94
no|bd_19#prev_2021|65+|child|4456|1939|1
no|bd_19#prev_2021|65+|no_relative|4456|800|
no|bd_19#prev_2021|65+|partner|4456|1309|0.99
no|bd_19#prev_2021|65+|pooled|4456|3656|0.98
no|bd_19#prev_2021|65+|sibling|4456|408|0.9
no|bd_20#inc_2016_2021|0-24|father|514|408|1
no|bd_20#inc_2016_2021|0-24|mother|514|422|1
no|bd_20#inc_2016_2021|0-24|no_relative|514|42|
no|bd_20#inc_2016_2021|25-64|child|9549|1465|1
no|bd_20#inc_2016_2021|25-64|no_relative|9549|278|
no|bd_20#inc_2016_2021|25-64|parent|9549|1010|0.99
no|bd_20#inc_2016_2021|25-64|partner|9549|5674|0.99
no|bd_20#inc_2016_2021|25-64|pooled|9549|9271|0.99
no|bd_20#inc_2016_2021|25-64|sibling|9549|1122|0.98
no|bd_20#inc_2016_2021|65+|child|13721|4422|1
no|bd_20#inc_2016_2021|65+|no_relative|13721|1140|
no|bd_20#inc_2016_2021|65+|partner|13721|7912|0.99
no|bd_20#inc_2016_2021|65+|pooled|13721|12581|0.99
no|bd_20#inc_2016_2021|65+|sibling|13721|247|0.82
no|bd_20#prev_2021|0-24|father|746|609|1
no|bd_20#prev_2021|0-24|mother|746|612|1
no|bd_20#prev_2021|0-24|no_relative|746|38|
no|bd_20#prev_2021|25-64|child|16232|2577|0.99
no|bd_20#prev_2021|25-64|no_relative|16232|397|
no|bd_20#prev_2021|25-64|parent|16232|1889|0.99
no|bd_20#prev_2021|25-64|partner|16232|9346|0.99
no|bd_20#prev_2021|25-64|pooled|16232|15835|0.99
no|bd_20#prev_2021|25-64|sibling|16232|2023|0.97
no|bd_20#prev_2021|65+|child|26094|9281|1
no|bd_20#prev_2021|65+|no_relative|26094|2359|
no|bd_20#prev_2021|65+|partner|26094|13847|0.99
no|bd_20#prev_2021|65+|pooled|26094|23735|0.99
no|bd_20#prev_2021|65+|sibling|26094|607|0.85
no|bd_21#inc_2016_2021|0-24|father|9758|7945|1
no|bd_21#inc_2016_2021|0-24|mother|9758|8627|1
no|bd_21#inc_2016_2021|0-24|no_relative|9758|579|
no|bd_21#inc_2016_2021|25-64|child|9792|1354|1
no|bd_21#inc_2016_2021|25-64|no_relative|9792|787|
no|bd_21#inc_2016_2021|25-64|parent|9792|3036|0.99
no|bd_21#inc_2016_2021|25-64|partner|9792|2467|0.99
no|bd_21#inc_2016_2021|25-64|pooled|9792|9005|0.98
no|bd_21#inc_2016_2021|25-64|sibling|9792|2148|0.92
no|bd_21#inc_2016_2021|65+|child|2162|988|1
no|bd_21#inc_2016_2021|65+|no_relative|2162|566|
no|bd_21#inc_2016_2021|65+|partner|2162|513|0.99
no|bd_21#inc_2016_2021|65+|pooled|2162|1596|0.98
no|bd_21#inc_2016_2021|65+|sibling|2162|95|0.82
no|bd_21#prev_2021|0-24|father|8528|6963|1
no|bd_21#prev_2021|0-24|mother|8528|7571|1
no|bd_21#prev_2021|0-24|no_relative|8528|410|
no|bd_21#prev_2021|25-64|child|47279|5726|0.99
no|bd_21#prev_2021|25-64|no_relative|47279|2865|
no|bd_21#prev_2021|25-64|parent|47279|15814|0.99
no|bd_21#prev_2021|25-64|partner|47279|11174|0.99
no|bd_21#prev_2021|25-64|pooled|47279|44414|0.98
no|bd_21#prev_2021|25-64|sibling|47279|11700|0.94
no|bd_21#prev_2021|65+|child|9090|3488|1
no|bd_21#prev_2021|65+|no_relative|9090|2793|
no|bd_21#prev_2021|65+|partner|9090|1786|0.99
no|bd_21#prev_2021|65+|pooled|9090|6297|0.98
no|bd_21#prev_2021|65+|sibling|9090|1023|0.9
no|bd_22#inc_2016_2021|0-24|father|54475|37378|1
no|bd_22#inc_2016_2021|0-24|mother|54475|37852|1
no|bd_22#inc_2016_2021|0-24|no_relative|54475|7097|
no|bd_22#inc_2016_2021|25-64|child|160148|31363|0.99
no|bd_22#inc_2016_2021|25-64|no_relative|160148|7256|
no|bd_22#inc_2016_2021|25-64|parent|160148|23300|0.99
no|bd_22#inc_2016_2021|25-64|partner|160148|78000|0.99
no|bd_22#inc_2016_2021|25-64|pooled|160148|152892|0.99
no|bd_22#inc_2016_2021|25-64|sibling|160148|20229|0.99
no|bd_22#inc_2016_2021|65+|child|87813|39997|0.99
no|bd_22#inc_2016_2021|65+|no_relative|87813|12653|
no|bd_22#inc_2016_2021|65+|partner|87813|33685|0.99
no|bd_22#inc_2016_2021|65+|pooled|87813|75160|0.99
no|bd_22#inc_2016_2021|65+|sibling|87813|1478|0.78
no|bd_22#prev_2021|0-24|father|55115|36998|1
no|bd_22#prev_2021|0-24|mother|55115|36566|1
no|bd_22#prev_2021|0-24|no_relative|55115|7644|
no|bd_22#prev_2021|25-64|child|402783|94352|0.99
no|bd_22#prev_2021|25-64|no_relative|402783|16541|
no|bd_22#prev_2021|25-64|parent|402783|58212|0.99
no|bd_22#prev_2021|25-64|partner|402783|177542|0.99
no|bd_22#prev_2021|25-64|pooled|402783|386242|0.99
no|bd_22#prev_2021|25-64|sibling|402783|56136|0.99
no|bd_22#prev_2021|65+|child|285693|133360|0.99
no|bd_22#prev_2021|65+|no_relative|285693|44168|
no|bd_22#prev_2021|65+|partner|285693|100189|0.99
no|bd_22#prev_2021|65+|pooled|285693|241525|0.99
no|bd_22#prev_2021|65+|sibling|285693|7976|0.86
no|bd_23#inc_2016_2021|0-24|father|34694|26418|1
no|bd_23#inc_2016_2021|0-24|mother|34694|27174|1
no|bd_23#inc_2016_2021|0-24|no_relative|34694|3198|
no|bd_23#inc_2016_2021|25-64|child|48869|9051|0.99
no|bd_23#inc_2016_2021|25-64|no_relative|48869|2498|
no|bd_23#inc_2016_2021|25-64|parent|48869|8481|0.99
no|bd_23#inc_2016_2021|25-64|partner|48869|23392|0.99
no|bd_23#inc_2016_2021|25-64|pooled|48869|46371|0.99
no|bd_23#inc_2016_2021|25-64|sibling|48869|5447|0.96
no|bd_23#inc_2016_2021|65+|child|6100|2538|1
no|bd_23#inc_2016_2021|65+|no_relative|6100|801|
no|bd_23#inc_2016_2021|65+|partner|6100|2628|0.99
no|bd_23#inc_2016_2021|65+|pooled|6100|5299|0.99
no|bd_23#inc_2016_2021|65+|sibling|6100|133|0.78
no|bd_23#prev_2021|0-24|father|41901|31811|1
no|bd_23#prev_2021|0-24|mother|41901|31871|1
no|bd_23#prev_2021|0-24|no_relative|41901|3768|
no|bd_23#prev_2021|25-64|child|168671|35057|0.99
no|bd_23#prev_2021|25-64|no_relative|168671|5765|
no|bd_23#prev_2021|25-64|parent|168671|33582|0.99
no|bd_23#prev_2021|25-64|partner|168671|70863|0.99
no|bd_23#prev_2021|25-64|pooled|168671|162906|0.99
no|bd_23#prev_2021|25-64|sibling|168671|23404|0.96
no|bd_23#prev_2021|65+|child|25445|11025|1
no|bd_23#prev_2021|65+|no_relative|25445|3349|
no|bd_23#prev_2021|65+|partner|25445|9692|0.99
no|bd_23#prev_2021|65+|pooled|25445|22096|0.99
no|bd_23#prev_2021|65+|sibling|25445|1379|0.93
no|bd_24#inc_2016_2021|0-24|father|696|467|1
no|bd_24#inc_2016_2021|0-24|mother|696|500|1
no|bd_24#inc_2016_2021|0-24|no_relative|696|169|
no|bd_24#inc_2016_2021|25-64|child|23203|4456|0.99
no|bd_24#inc_2016_2021|25-64|no_relative|23203|854|
no|bd_24#inc_2016_2021|25-64|parent|23203|2029|0.99
no|bd_24#inc_2016_2021|25-64|partner|23203|12868|0.99
no|bd_24#inc_2016_2021|25-64|pooled|23203|22349|0.99
no|bd_24#inc_2016_2021|25-64|sibling|23203|2996|0.98
no|bd_24#inc_2016_2021|65+|child|58980|26460|1
no|bd_24#inc_2016_2021|65+|no_relative|58980|7322|
no|bd_24#inc_2016_2021|65+|partner|58980|24393|0.99
no|bd_24#inc_2016_2021|65+|pooled|58980|51658|0.99
no|bd_24#inc_2016_2021|65+|sibling|58980|805|0.76
no|bd_24#prev_2021|0-24|father|1084|937|1
no|bd_24#prev_2021|0-24|mother|1084|966|1
no|bd_24#prev_2021|0-24|no_relative|1084|48|
no|bd_24#prev_2021|25-64|child|36931|6899|0.99
no|bd_24#prev_2021|25-64|no_relative|36931|975|
no|bd_24#prev_2021|25-64|parent|36931|3575|0.99
no|bd_24#prev_2021|25-64|partner|36931|20708|0.99
no|bd_24#prev_2021|25-64|pooled|36931|35956|0.99
no|bd_24#prev_2021|25-64|sibling|36931|4774|0.98
no|bd_24#prev_2021|65+|child|89392|37213|1
no|bd_24#prev_2021|65+|no_relative|89392|9082|
no|bd_24#prev_2021|65+|partner|89392|41302|0.99
no|bd_24#prev_2021|65+|pooled|89392|80310|0.99
no|bd_24#prev_2021|65+|sibling|89392|1795|0.83
no|bd_25#inc_2016_2021|0-24|father|28031|21823|1
no|bd_25#inc_2016_2021|0-24|mother|28031|23152|1
no|bd_25#inc_2016_2021|0-24|no_relative|28031|2612|
no|bd_25#inc_2016_2021|25-64|child|24110|3506|0.99
no|bd_25#inc_2016_2021|25-64|no_relative|24110|1110|
no|bd_25#inc_2016_2021|25-64|parent|24110|4223|0.99
no|bd_25#inc_2016_2021|25-64|partner|24110|12072|0.99
no|bd_25#inc_2016_2021|25-64|pooled|24110|23000|0.99
no|bd_25#inc_2016_2021|25-64|sibling|24110|3199|0.96
no|bd_25#inc_2016_2021|65+|child|22986|10463|1
no|bd_25#inc_2016_2021|65+|no_relative|22986|3302|
no|bd_25#inc_2016_2021|65+|partner|22986|8847|0.99
no|bd_25#inc_2016_2021|65+|pooled|22986|19684|0.99
no|bd_25#inc_2016_2021|65+|sibling|22986|374|0.74
no|bd_25#prev_2021|0-24|father|63208|52188|1
no|bd_25#prev_2021|0-24|mother|63208|54908|1
no|bd_25#prev_2021|0-24|no_relative|63208|2926|
no|bd_25#prev_2021|25-64|child|115506|14849|0.99
no|bd_25#prev_2021|25-64|no_relative|115506|2119|
no|bd_25#prev_2021|25-64|parent|115506|23373|0.99
no|bd_25#prev_2021|25-64|partner|115506|59505|0.99
no|bd_25#prev_2021|25-64|pooled|115506|113387|0.99
no|bd_25#prev_2021|25-64|sibling|115506|15660|0.96
no|bd_25#prev_2021|65+|child|40446|16209|0.99
no|bd_25#prev_2021|65+|no_relative|40446|4931|
no|bd_25#prev_2021|65+|partner|40446|18081|0.99
no|bd_25#prev_2021|65+|pooled|40446|35515|0.99
no|bd_25#prev_2021|65+|sibling|40446|1225|0.89
yes|bd_00#inc_2016_2021|0-24|father|163194|83187|0.95
yes|bd_00#inc_2016_2021|0-24|mother|163194|67078|0.95
yes|bd_00#inc_2016_2021|0-24|no_relative|163194|53605|
yes|bd_00#inc_2016_2021|25-64|child|233850|55721|0.96
yes|bd_00#inc_2016_2021|25-64|no_relative|233850|24582|
yes|bd_00#inc_2016_2021|25-64|parent|233850|32805|0.86
yes|bd_00#inc_2016_2021|25-64|partner|233850|90205|0.94
yes|bd_00#inc_2016_2021|25-64|pooled|233850|209268|0.9
yes|bd_00#inc_2016_2021|25-64|sibling|233850|30537|0.67
yes|bd_00#inc_2016_2021|65+|child|146680|65680|0.95
yes|bd_00#inc_2016_2021|65+|no_relative|146680|36927|
yes|bd_00#inc_2016_2021|65+|partner|146680|41696|0.94
yes|bd_00#inc_2016_2021|65+|pooled|146680|109753|0.93
yes|bd_00#inc_2016_2021|65+|sibling|146680|2377|0.36
yes|bd_00#prev_2021|0-24|father|263026|131149|0.95
yes|bd_00#prev_2021|0-24|mother|263026|100583|0.95
yes|bd_00#prev_2021|0-24|no_relative|263026|89843|
yes|bd_00#prev_2021|25-64|child|1103732|290975|0.95
yes|bd_00#prev_2021|25-64|no_relative|1103732|107828|
yes|bd_00#prev_2021|25-64|parent|1103732|166991|0.84
yes|bd_00#prev_2021|25-64|partner|1103732|365434|0.95
yes|bd_00#prev_2021|25-64|pooled|1103732|995904|0.88
yes|bd_00#prev_2021|25-64|sibling|1103732|172504|0.65
yes|bd_00#prev_2021|65+|child|566848|241536|0.95
yes|bd_00#prev_2021|65+|no_relative|566848|158570|
yes|bd_00#prev_2021|65+|partner|566848|148676|0.94
yes|bd_00#prev_2021|65+|pooled|566848|408278|0.92
yes|bd_00#prev_2021|65+|sibling|566848|18066|0.49
yes|bd_01#inc_2016_2021|0-24|father|3309|2264|0.95
yes|bd_01#inc_2016_2021|0-24|mother|3309|2767|0.96
yes|bd_01#inc_2016_2021|0-24|no_relative|3309|308|
yes|bd_01#inc_2016_2021|25-64|child|30453|5471|0.92
yes|bd_01#inc_2016_2021|25-64|no_relative|30453|1518|
yes|bd_01#inc_2016_2021|25-64|parent|30453|5194|0.88
yes|bd_01#inc_2016_2021|25-64|partner|30453|13934|0.95
yes|bd_01#inc_2016_2021|25-64|pooled|30453|28935|0.86
yes|bd_01#inc_2016_2021|25-64|sibling|30453|4336|0.48
yes|bd_01#inc_2016_2021|65+|child|12154|4908|0.92
yes|bd_01#inc_2016_2021|65+|no_relative|12154|1728|
yes|bd_01#inc_2016_2021|65+|partner|12154|5175|0.95
yes|bd_01#inc_2016_2021|65+|pooled|12154|10426|0.92
yes|bd_01#inc_2016_2021|65+|sibling|12154|343|0.4
yes|bd_01#prev_2021|0-24|father|2319|1527|0.95
yes|bd_01#prev_2021|0-24|mother|2319|1807|0.96
yes|bd_01#prev_2021|0-24|no_relative|2319|297|
yes|bd_01#prev_2021|25-64|child|100970|21886|0.91
yes|bd_01#prev_2021|25-64|no_relative|100970|4044|
yes|bd_01#prev_2021|25-64|parent|100970|18898|0.87
yes|bd_01#prev_2021|25-64|partner|100970|36747|0.94
yes|bd_01#prev_2021|25-64|pooled|100970|96926|0.84
yes|bd_01#prev_2021|25-64|sibling|100970|19395|0.52
yes|bd_01#prev_2021|65+|child|48369|20237|0.91
yes|bd_01#prev_2021|65+|no_relative|48369|6896|
yes|bd_01#prev_2021|65+|partner|48369|18528|0.95
yes|bd_01#prev_2021|65+|pooled|48369|41473|0.9
yes|bd_01#prev_2021|65+|sibling|48369|2708|0.49
yes|bd_02#inc_2016_2021|0-24|father|31219|24599|0.96
yes|bd_02#inc_2016_2021|0-24|mother|31219|23853|0.96
yes|bd_02#inc_2016_2021|0-24|no_relative|31219|2585|
yes|bd_02#inc_2016_2021|25-64|child|59259|9358|0.94
yes|bd_02#inc_2016_2021|25-64|no_relative|59259|2913|
yes|bd_02#inc_2016_2021|25-64|parent|59259|11161|0.91
yes|bd_02#inc_2016_2021|25-64|partner|59259|28223|0.95
yes|bd_02#inc_2016_2021|25-64|pooled|59259|56346|0.88
yes|bd_02#inc_2016_2021|25-64|sibling|59259|7604|0.47
yes|bd_02#inc_2016_2021|65+|child|22199|10352|0.95
yes|bd_02#inc_2016_2021|65+|no_relative|22199|2856|
yes|bd_02#inc_2016_2021|65+|partner|22199|8631|0.96
yes|bd_02#inc_2016_2021|65+|pooled|22199|19343|0.94
yes|bd_02#inc_2016_2021|65+|sibling|22199|360|0.31
yes|bd_02#prev_2021|0-24|father|29299|23186|0.96
yes|bd_02#prev_2021|0-24|mother|29299|22222|0.96
yes|bd_02#prev_2021|0-24|no_relative|29299|2210|
yes|bd_02#prev_2021|25-64|child|209296|36538|0.94
yes|bd_02#prev_2021|25-64|no_relative|209296|6016|
yes|bd_02#prev_2021|25-64|parent|209296|41419|0.9
yes|bd_02#prev_2021|25-64|partner|209296|96630|0.95
yes|bd_02#prev_2021|25-64|pooled|209296|203280|0.87
yes|bd_02#prev_2021|25-64|sibling|209296|28693|0.48
yes|bd_02#prev_2021|65+|child|67137|27926|0.94
yes|bd_02#prev_2021|65+|no_relative|67137|8559|
yes|bd_02#prev_2021|65+|partner|67137|28232|0.96
yes|bd_02#prev_2021|65+|pooled|67137|58578|0.93
yes|bd_02#prev_2021|65+|sibling|67137|2420|0.49
yes|bd_03#inc_2016_2021|0-24|father|2167|1713|0.95
yes|bd_03#inc_2016_2021|0-24|mother|2167|1823|0.95
yes|bd_03#inc_2016_2021|0-24|no_relative|2167|163|
yes|bd_03#inc_2016_2021|25-64|child|7144|1054|0.94
yes|bd_03#inc_2016_2021|25-64|no_relative|7144|304|
yes|bd_03#inc_2016_2021|25-64|parent|7144|1581|0.91
yes|bd_03#inc_2016_2021|25-64|partner|7144|3186|0.95
yes|bd_03#inc_2016_2021|25-64|pooled|7144|6840|0.86
yes|bd_03#inc_2016_2021|25-64|sibling|7144|1019|0.4
yes|bd_03#inc_2016_2021|65+|child|1281|459|0.94
yes|bd_03#inc_2016_2021|65+|no_relative|1281|176|
yes|bd_03#inc_2016_2021|65+|partner|1281|610|0.95
yes|bd_03#inc_2016_2021|65+|pooled|1281|1105|0.93
yes|bd_03#inc_2016_2021|65+|sibling|1281|36|0.44
yes|bd_03#prev_2021|0-24|father|1434|1140|0.95
yes|bd_03#prev_2021|0-24|mother|1434|1188|0.95
yes|bd_03#prev_2021|0-24|no_relative|1434|78|
yes|bd_03#prev_2021|25-64|child|24123|4172|0.94
yes|bd_03#prev_2021|25-64|no_relative|24123|718|
yes|bd_03#prev_2021|25-64|parent|24123|5447|0.88
yes|bd_03#prev_2021|25-64|partner|24123|9904|0.95
yes|bd_03#prev_2021|25-64|pooled|24123|23405|0.85
yes|bd_03#prev_2021|25-64|sibling|24123|3882|0.47
yes|bd_03#prev_2021|65+|child|9241|3779|0.94
yes|bd_03#prev_2021|65+|no_relative|9241|1175|
yes|bd_03#prev_2021|65+|partner|9241|3758|0.96
yes|bd_03#prev_2021|65+|pooled|9241|8066|0.92
yes|bd_03#prev_2021|65+|sibling|9241|529|0.49
yes|bd_04#inc_2016_2021|0-24|father|591|471|0.96
yes|bd_04#inc_2016_2021|0-24|mother|591|501|0.96
yes|bd_04#inc_2016_2021|0-24|no_relative|591|64|
yes|bd_04#inc_2016_2021|25-64|child|5582|832|0.92
yes|bd_04#inc_2016_2021|25-64|no_relative|5582|161|
yes|bd_04#inc_2016_2021|25-64|parent|5582|522|0.86
yes|bd_04#inc_2016_2021|25-64|partner|5582|3552|0.96
yes|bd_04#inc_2016_2021|25-64|pooled|5582|5421|0.9
yes|bd_04#inc_2016_2021|25-64|sibling|5582|515|0.53
yes|bd_04#inc_2016_2021|65+|child|6532|2640|0.95
yes|bd_04#inc_2016_2021|65+|no_relative|6532|663|
yes|bd_04#inc_2016_2021|65+|partner|6532|3130|0.96
yes|bd_04#inc_2016_2021|65+|pooled|6532|5869|0.94
yes|bd_04#inc_2016_2021|65+|sibling|6532|99|0.38
yes|bd_04#prev_2021|0-24|father|877|739|0.95
yes|bd_04#prev_2021|0-24|mother|877|780|0.96
yes|bd_04#prev_2021|0-24|no_relative|877|54|
yes|bd_04#prev_2021|25-64|child|8370|1169|0.94
yes|bd_04#prev_2021|25-64|no_relative|8370|165|
yes|bd_04#prev_2021|25-64|parent|8370|1031|0.87
yes|bd_04#prev_2021|25-64|partner|8370|5198|0.96
yes|bd_04#prev_2021|25-64|pooled|8370|8205|0.9
yes|bd_04#prev_2021|25-64|sibling|8370|807|0.5
yes|bd_04#prev_2021|65+|child|9492|3273|0.95
yes|bd_04#prev_2021|65+|no_relative|9492|731|
yes|bd_04#prev_2021|65+|partner|9492|5315|0.96
yes|bd_04#prev_2021|65+|pooled|9492|8761|0.95
yes|bd_04#prev_2021|65+|sibling|9492|173|0.46
yes|bd_05#inc_2016_2021|0-24|father|1214|873|0.97
yes|bd_05#inc_2016_2021|0-24|mother|1214|923|0.96
yes|bd_05#inc_2016_2021|0-24|no_relative|1214|224|
yes|bd_05#inc_2016_2021|25-64|child|572|60|0.93
yes|bd_05#inc_2016_2021|25-64|no_relative|572|35|
yes|bd_05#inc_2016_2021|25-64|parent|572|154|0.84
yes|bd_05#inc_2016_2021|25-64|partner|572|182|0.92
yes|bd_05#inc_2016_2021|25-64|pooled|572|537|0.79
yes|bd_05#inc_2016_2021|25-64|sibling|572|141|0.52
yes|bd_05#inc_2016_2021|65+|child|339|122|0.96
yes|bd_05#inc_2016_2021|65+|no_relative|339|90|
yes|bd_05#inc_2016_2021|65+|partner|339|120|0.93
yes|bd_05#inc_2016_2021|65+|pooled|339|249|0.93
yes|bd_05#inc_2016_2021|65+|sibling|339|7|0.57
yes|bd_05#prev_2021|0-24|father|4702|4061|0.96
yes|bd_05#prev_2021|0-24|mother|4702|4249|0.96
yes|bd_05#prev_2021|0-24|no_relative|4702|194|
yes|bd_05#prev_2021|25-64|child|3707|153|0.93
yes|bd_05#prev_2021|25-64|no_relative|3707|126|
yes|bd_05#prev_2021|25-64|parent|3707|1638|0.92
yes|bd_05#prev_2021|25-64|partner|3707|674|0.95
yes|bd_05#prev_2021|25-64|pooled|3707|3581|0.76
yes|bd_05#prev_2021|25-64|sibling|3707|1116|0.39
yes|bd_05#prev_2021|65+|child|718|186|0.91
yes|bd_05#prev_2021|65+|no_relative|718|256|
yes|bd_05#prev_2021|65+|partner|718|212|0.96
yes|bd_05#prev_2021|65+|pooled|718|462|0.9
yes|bd_05#prev_2021|65+|sibling|718|64|0.67
yes|bd_06#inc_2016_2021|0-24|father|33||
yes|bd_06#inc_2016_2021|0-24|mother|33||
yes|bd_06#inc_2016_2021|0-24|no_relative|33||
yes|bd_06#inc_2016_2021|25-64|child|3055|561|0.88
yes|bd_06#inc_2016_2021|25-64|no_relative|3055|174|
yes|bd_06#inc_2016_2021|25-64|parent|3055|279|0.82
yes|bd_06#inc_2016_2021|25-64|partner|3055|1498|0.96
yes|bd_06#inc_2016_2021|25-64|pooled|3055|2881|0.86
yes|bd_06#inc_2016_2021|25-64|sibling|3055|543|0.61
yes|bd_06#inc_2016_2021|65+|child|49243|22349|0.96
yes|bd_06#inc_2016_2021|65+|no_relative|49243|5967|
yes|bd_06#inc_2016_2021|65+|partner|49243|20536|0.95
yes|bd_06#inc_2016_2021|65+|pooled|49243|43276|0.95
yes|bd_06#inc_2016_2021|65+|sibling|49243|391|0.26
yes|bd_06#prev_2021|0-24|father|69||
yes|bd_06#prev_2021|0-24|mother|69||
yes|bd_06#prev_2021|0-24|no_relative|69||
yes|bd_06#prev_2021|25-64|child|3525|674|0.9
yes|bd_06#prev_2021|25-64|no_relative|3525|221|
