additional_relative_req|var_pop|agegroup|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_00#prev_2021|0-24|cci_g|cci_g: +3|644 (0.4)|0.37186097942638||644
no|bd_00#prev_2021|0-24|cci_g|cci_g: 0|159,587 (92.1)|92.1493449126069||159587
no|bd_00#prev_2021|0-24|cci_g|cci_g: 1-2|12,952 (7.5)|7.47879410796671||12952
no|bd_00#prev_2021|0-24|age_index|age_index|18.3 (13.6;21.8)|13.558904109589|21.8383561643835|18.323287671
no|bd_00#prev_2021|0-24|education_level|education_level: title||||
no|bd_00#prev_2021|0-24|education_level|education_level: long_education|3,070 (1.8)|1.7726913149674||3070
no|bd_00#prev_2021|0-24|education_level|education_level: medium_education|33,242 (19.2)|19.1947246554223||33242
no|bd_00#prev_2021|0-24|education_level|education_level: no_education|40,606 (23.4)|23.4468741158196||40606
no|bd_00#prev_2021|0-24|education_level|education_level: short_education|96,265 (55.6)|55.5857099137906||96265
no|bd_00#prev_2021|25-64|__n|__n|993,537 (100.0)|100||993537
no|bd_00#prev_2021|25-64|male|male|423,102 (42.6)|42.5854296317097||423102
no|bd_00#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_00#prev_2021|25-64|cci_g|cci_g: +3|24,465 (2.5)|2.46241458546586||24465
no|bd_00#prev_2021|25-64|cci_g|cci_g: 0|818,599 (82.4)|82.3924020947383||818599
no|bd_00#prev_2021|25-64|cci_g|cci_g: 1-2|150,473 (15.1)|15.1451833197958||150473
no|bd_00#prev_2021|25-64|age_index|age_index|47.5 (36.5;56.1)|36.4972677595628|56.0546448087431|47.517808219
no|bd_00#prev_2021|25-64|education_level|education_level: title||||
no|bd_00#prev_2021|25-64|education_level|education_level: long_education|295,883 (29.8)|29.780773136783||295883
no|bd_00#prev_2021|25-64|education_level|education_level: medium_education|443,054 (44.6)|44.5936084916817||443054
no|bd_00#prev_2021|25-64|education_level|education_level: no_education|23,096 (2.3)|2.32462404520415||23096
no|bd_00#prev_2021|25-64|education_level|education_level: short_education|231,504 (23.3)|23.300994326331||231504
no|bd_00#prev_2021|65+|__n|__n|405,751 (100.0)|100||405751
no|bd_00#prev_2021|65+|male|male|169,640 (41.8)|41.8088926459823||169640
no|bd_00#prev_2021|65+|cci_g|cci_g: title||||
no|bd_00#prev_2021|65+|cci_g|cci_g: +3|60,632 (14.9)|14.9431547919783||60632
no|bd_00#prev_2021|65+|cci_g|cci_g: 0|194,041 (47.8)|47.8226794265448||194041
no|bd_00#prev_2021|65+|cci_g|cci_g: 1-2|151,078 (37.2)|37.2341657814768||151078
no|bd_00#prev_2021|65+|age_index|age_index|74.6 (69.6;80.3)|69.6164383561643|80.2568306010929|74.553424658
no|bd_00#prev_2021|65+|education_level|education_level: title||||
no|bd_00#prev_2021|65+|education_level|education_level: long_education|80,328 (19.8)|19.7973634076071||80328
no|bd_00#prev_2021|65+|education_level|education_level: medium_education|182,370 (44.9)|44.9462847904256||182370
no|bd_00#prev_2021|65+|education_level|education_level: no_education|23,556 (5.8)|5.80553097835864||23556
no|bd_00#prev_2021|65+|education_level|education_level: short_education|119,497 (29.5)|29.4508208236085||119497
no|bd_01#inc_2016_2021|0-24|__n|__n|3,001 (100.0)|100||3001
no|bd_01#inc_2016_2021|0-24|male|male|1,891 (63.0)|63.0123292235921||1891
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: +3|15 (0.5)|0.49983338887037||15
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: 0|2,764 (92.1)|92.102632455848||2764
no|bd_01#inc_2016_2021|0-24|cci_g|cci_g: 1-2|222 (7.4)|7.39753415528157||222
no|bd_01#inc_2016_2021|0-24|age_index|age_index|21.5 (19.6;23.3)|19.5706415150834|23.3454749607006|21.484931507
no|bd_01#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_01#inc_2016_2021|0-24|education_level|education_level: long_education|46 (1.5)|1.53282239253582||46
no|bd_01#inc_2016_2021|0-24|education_level|education_level: medium_education|708 (23.6)|23.5921359546817||708
no|bd_01#inc_2016_2021|0-24|education_level|education_level: no_education|40 (1.3)|1.33288903698767||40
no|bd_01#inc_2016_2021|0-24|education_level|education_level: short_education|2,207 (73.5)|73.5421526157947||2207
no|bd_01#inc_2016_2021|25-64|__n|__n|28,711 (100.0)|100||28711
no|bd_01#inc_2016_2021|25-64|male|male|16,334 (56.9)|56.8910870398105||16334
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: +3|966 (3.4)|3.36456410435024||966
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: 0|22,552 (78.5)|78.5482915955557||22552
no|bd_01#inc_2016_2021|25-64|cci_g|cci_g: 1-2|5,193 (18.1)|18.087144300094||5193
no|bd_01#inc_2016_2021|25-64|age_index|age_index|49.3 (39.4;56.8)|39.4273972602739|56.8383561643835|49.28129351
no|bd_01#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_01#inc_2016_2021|25-64|education_level|education_level: long_education|5,579 (19.4)|19.431576747588||5579
no|bd_01#inc_2016_2021|25-64|education_level|education_level: medium_education|13,671 (47.6)|47.6158963463481||13671
no|bd_01#inc_2016_2021|25-64|education_level|education_level: no_education|885 (3.1)|3.08244226951342||885
no|bd_01#inc_2016_2021|25-64|education_level|education_level: short_education|8,576 (29.9)|29.8700846365504||8576
no|bd_01#inc_2016_2021|65+|__n|__n|10,347 (100.0)|100||10347
no|bd_01#inc_2016_2021|65+|male|male|6,298 (60.9)|60.8678844109403||6298
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: +3|1,691 (16.3)|16.3429013240552||1691
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: 0|4,931 (47.7)|47.6563255049772||4931
no|bd_01#inc_2016_2021|65+|cci_g|cci_g: 1-2|3,725 (36.0)|36.0007731709674||3725
no|bd_01#inc_2016_2021|65+|age_index|age_index|72.0 (68.4;76.5)|68.3551912568306|76.4726775956284|72.024657534
no|bd_01#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_01#inc_2016_2021|65+|education_level|education_level: long_education|1,968 (19.0)|19.0200057987822||1968
no|bd_01#inc_2016_2021|65+|education_level|education_level: medium_education|5,108 (49.4)|49.3669662704165||5108
no|bd_01#inc_2016_2021|65+|education_level|education_level: no_education|777 (7.5)|7.50942302116555||777
no|bd_01#inc_2016_2021|65+|education_level|education_level: short_education|2,494 (24.1)|24.1036049096356||2494
no|bd_01#prev_2021|0-24|__n|__n|2,022 (100.0)|100||2022
no|bd_01#prev_2021|0-24|male|male|1,224 (60.5)|60.5341246290801||1224
no|bd_01#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_01#prev_2021|0-24|cci_g|cci_g: +3|15 (0.7)|0.74183976261127||15
no|bd_01#prev_2021|0-24|cci_g|cci_g: 0|1,839 (90.9)|90.9495548961424||1839
no|bd_01#prev_2021|0-24|cci_g|cci_g: 1-2|168 (8.3)|8.30860534124629||168
no|bd_01#prev_2021|0-24|age_index|age_index|22.6 (20.8;24.0)|20.7622950819672|23.9671232876712|22.597260274
no|bd_01#prev_2021|0-24|education_level|education_level: title||||
no|bd_01#prev_2021|0-24|education_level|education_level: long_education|32 (1.6)|1.58259149357072||32
no|bd_01#prev_2021|0-24|education_level|education_level: medium_education|498 (24.6)|24.6290801186943||498
no|bd_01#prev_2021|0-24|education_level|education_level: no_education|66 (3.3)|3.26409495548961||66
no|bd_01#prev_2021|0-24|education_level|education_level: short_education|1,426 (70.5)|70.5242334322453||1426
no|bd_01#prev_2021|25-64|__n|__n|96,142 (100.0)|100||96142
no|bd_01#prev_2021|25-64|male|male|65,485 (68.1)|68.1127914959123||65485
no|bd_01#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_01#prev_2021|25-64|cci_g|cci_g: +3|5,711 (5.9)|5.94017182916935||5711
no|bd_01#prev_2021|25-64|cci_g|cci_g: 0|69,267 (72.0)|72.0465561357159||69267
no|bd_01#prev_2021|25-64|cci_g|cci_g: 1-2|21,164 (22.0)|22.0132720351147||21164
no|bd_01#prev_2021|25-64|age_index|age_index|52.4 (42.8;58.6)|42.8301369863013|58.6301369863013|52.379781421
no|bd_01#prev_2021|25-64|education_level|education_level: title||||
no|bd_01#prev_2021|25-64|education_level|education_level: long_education|14,168 (14.7)|14.7365355411786||14168
no|bd_01#prev_2021|25-64|education_level|education_level: medium_education|43,386 (45.1)|45.1269996463564||43386
no|bd_01#prev_2021|25-64|education_level|education_level: no_education|2,573 (2.7)|2.67624971396476||2573
no|bd_01#prev_2021|25-64|education_level|education_level: short_education|36,015 (37.5)|37.4602150985001||36015
no|bd_01#prev_2021|65+|__n|__n|41,160 (100.0)|100||41160
no|bd_01#prev_2021|65+|male|male|25,588 (62.2)|62.1671525753158||25588
no|bd_01#prev_2021|65+|cci_g|cci_g: title||||
no|bd_01#prev_2021|65+|cci_g|cci_g: +3|8,614 (20.9)|20.9280855199222||8614
no|bd_01#prev_2021|65+|cci_g|cci_g: 0|16,794 (40.8)|40.801749271137||16794
no|bd_01#prev_2021|65+|cci_g|cci_g: 1-2|15,752 (38.3)|38.2701652089407||15752
no|bd_01#prev_2021|65+|age_index|age_index|71.9 (68.1;76.3)|68.0573770491803|76.3469945355191|71.909589041
no|bd_01#prev_2021|65+|education_level|education_level: title||||
no|bd_01#prev_2021|65+|education_level|education_level: long_education|7,816 (19.0)|18.9893100097181||7816
no|bd_01#prev_2021|65+|education_level|education_level: medium_education|20,018 (48.6)|48.6345966958212||20018
no|bd_01#prev_2021|65+|education_level|education_level: no_education|2,741 (6.7)|6.65937803692905||2741
no|bd_01#prev_2021|65+|education_level|education_level: short_education|10,585 (25.7)|25.7167152575315||10585
no|bd_02#inc_2016_2021|0-24|__n|__n|28,634 (100.0)|100||28634
no|bd_02#inc_2016_2021|0-24|male|male|9,921 (34.6)|34.6476217084584||9921
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: +3|56 (0.2)|0.19557169798142||56
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: 0|26,581 (92.8)|92.8302018579311||26581
no|bd_02#inc_2016_2021|0-24|cci_g|cci_g: 1-2|1,997 (7.0)|6.97422644408745||1997
no|bd_02#inc_2016_2021|0-24|age_index|age_index|19.2 (16.0;22.1)|15.9835616438356|22.0739726027397|19.203757766
no|bd_02#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_02#inc_2016_2021|0-24|education_level|education_level: long_education|480 (1.7)|1.67632883984074||480
no|bd_02#inc_2016_2021|0-24|education_level|education_level: medium_education|5,993 (20.9)|20.9296640357616||5993
no|bd_02#inc_2016_2021|0-24|education_level|education_level: no_education|2,909 (10.2)|10.1592512397848||2909
no|bd_02#inc_2016_2021|0-24|education_level|education_level: short_education|19,252 (67.2)|67.2347558846127||19252
no|bd_02#inc_2016_2021|25-64|__n|__n|56,008 (100.0)|100||56008
no|bd_02#inc_2016_2021|25-64|male|male|21,338 (38.1)|38.0981288387373||21338
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: +3|1,804 (3.2)|3.22096843308098||1804
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: 0|46,085 (82.3)|82.2828881588344||46085
no|bd_02#inc_2016_2021|25-64|cci_g|cci_g: 1-2|8,119 (14.5)|14.4961434080845||8119
no|bd_02#inc_2016_2021|25-64|age_index|age_index|41.4 (31.7;52.0)|31.6767123287671|52.0301369863013|41.414248821
no|bd_02#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_02#inc_2016_2021|25-64|education_level|education_level: long_education|15,241 (27.2)|27.212183973718||15241
no|bd_02#inc_2016_2021|25-64|education_level|education_level: medium_education|23,060 (41.2)|41.1726896157691||23060
no|bd_02#inc_2016_2021|25-64|education_level|education_level: no_education|2,213 (4.0)|3.95122125410655||2213
no|bd_02#inc_2016_2021|25-64|education_level|education_level: short_education|15,494 (27.7)|27.6639051564062||15494
no|bd_02#inc_2016_2021|65+|__n|__n|19,241 (100.0)|100||19241
no|bd_02#inc_2016_2021|65+|male|male|6,449 (33.5)|33.5169689725066||6449
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: +3|4,555 (23.7)|23.6734057481419||4555
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: 0|7,402 (38.5)|38.4699339951146||7402
no|bd_02#inc_2016_2021|65+|cci_g|cci_g: 1-2|7,284 (37.9)|37.8566602567434||7284
no|bd_02#inc_2016_2021|65+|age_index|age_index|75.3 (70.4;81.5)|70.3539037353095|81.4657534246575|75.31147541
no|bd_02#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_02#inc_2016_2021|65+|education_level|education_level: long_education|2,960 (15.4)|15.383815809989||2960
no|bd_02#inc_2016_2021|65+|education_level|education_level: medium_education|8,221 (42.7)|42.7264695182163||8221
no|bd_02#inc_2016_2021|65+|education_level|education_level: no_education|979 (5.1)|5.08809313445247||979
no|bd_02#inc_2016_2021|65+|education_level|education_level: short_education|7,081 (36.8)|36.8016215373421||7081
no|bd_02#prev_2021|0-24|__n|__n|27,089 (100.0)|100||27089
no|bd_02#prev_2021|0-24|male|male|10,202 (37.7)|37.6610432278784||10202
no|bd_02#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_02#prev_2021|0-24|cci_g|cci_g: +3|67 (0.2)|0.24733286573886||67
no|bd_02#prev_2021|0-24|cci_g|cci_g: 0|25,036 (92.4)|92.4212780095241||25036
no|bd_02#prev_2021|0-24|cci_g|cci_g: 1-2|1,986 (7.3)|7.33138912473698||1986
no|bd_02#prev_2021|0-24|age_index|age_index|20.9 (18.1;23.1)|18.0904109589041|23.1095890410958|20.901639344
no|bd_02#prev_2021|0-24|education_level|education_level: title||||
no|bd_02#prev_2021|0-24|education_level|education_level: long_education|564 (2.1)|2.08202591457787||564
no|bd_02#prev_2021|0-24|education_level|education_level: medium_education|6,661 (24.6)|24.5893166968142||6661
no|bd_02#prev_2021|0-24|education_level|education_level: no_education|1,213 (4.5)|4.47783233046624||1213
no|bd_02#prev_2021|0-24|education_level|education_level: short_education|18,651 (68.9)|68.8508250581416||18651
no|bd_02#prev_2021|25-64|__n|__n|202,051 (100.0)|100||202051
no|bd_02#prev_2021|25-64|male|male|72,298 (35.8)|35.7820550257113||72298
no|bd_02#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_02#prev_2021|25-64|cci_g|cci_g: +3|5,151 (2.5)|2.54935635062434||5151
no|bd_02#prev_2021|25-64|cci_g|cci_g: 0|165,532 (81.9)|81.9258504041059||165532
no|bd_02#prev_2021|25-64|cci_g|cci_g: 1-2|31,368 (15.5)|15.5247932452697||31368
no|bd_02#prev_2021|25-64|age_index|age_index|45.4 (35.2;54.6)|35.1561643835616|54.5534246575342|45.42739726
no|bd_02#prev_2021|25-64|education_level|education_level: title||||
no|bd_02#prev_2021|25-64|education_level|education_level: long_education|53,967 (26.7)|26.7095931225284||53967
no|bd_02#prev_2021|25-64|education_level|education_level: medium_education|82,718 (40.9)|40.9391688237128||82718
no|bd_02#prev_2021|25-64|education_level|education_level: no_education|4,688 (2.3)|2.32020628455192||4688
no|bd_02#prev_2021|25-64|education_level|education_level: short_education|60,678 (30.0)|30.0310317692067||60678
no|bd_02#prev_2021|65+|__n|__n|58,211 (100.0)|100||58211
no|bd_02#prev_2021|65+|male|male|17,721 (30.4)|30.4426998333648||17721
no|bd_02#prev_2021|65+|cci_g|cci_g: title||||
no|bd_02#prev_2021|65+|cci_g|cci_g: +3|8,845 (15.2)|15.1947226469224||8845
no|bd_02#prev_2021|65+|cci_g|cci_g: 0|28,041 (48.2)|48.1713078284173||28041
no|bd_02#prev_2021|65+|cci_g|cci_g: 1-2|21,325 (36.6)|36.6339695246602||21325
no|bd_02#prev_2021|65+|age_index|age_index|73.8 (69.0;79.6)|68.9508196721311|79.6465753424657|73.756164384
no|bd_02#prev_2021|65+|education_level|education_level: title||||
no|bd_02#prev_2021|65+|education_level|education_level: long_education|10,485 (18.0)|18.0120595763687||10485
no|bd_02#prev_2021|65+|education_level|education_level: medium_education|25,410 (43.7)|43.6515435227019||25410
no|bd_02#prev_2021|65+|education_level|education_level: no_education|2,649 (4.6)|4.55068629640446||2649
no|bd_02#prev_2021|65+|education_level|education_level: short_education|19,667 (33.8)|33.7857106045249||19667
no|bd_03#inc_2016_2021|0-24|__n|__n|2,004 (100.0)|100||2004
no|bd_03#inc_2016_2021|0-24|male|male|648 (32.3)|32.3353293413173||648
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: +3|5 (0.2)|0.24950099800399||5
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: 0|1,868 (93.2)|93.2135728542914||1868
no|bd_03#inc_2016_2021|0-24|cci_g|cci_g: 1-2|131 (6.5)|6.53692614770459||131
no|bd_03#inc_2016_2021|0-24|age_index|age_index|21.3 (19.0;23.1)|19.0493150684931|23.1233475559547|21.323100531
no|bd_03#inc_2016_2021|0-24|education_level|education_level: title||||
no|bd_03#inc_2016_2021|0-24|education_level|education_level: long_education|44 (2.2)|2.19560878243513||44
no|bd_03#inc_2016_2021|0-24|education_level|education_level: medium_education|700 (34.9)|34.9301397205588||700
no|bd_03#inc_2016_2021|0-24|education_level|education_level: no_education|14 (0.7)|0.69860279441117||14
no|bd_03#inc_2016_2021|0-24|education_level|education_level: short_education|1,246 (62.2)|62.1756487025948||1246
no|bd_03#inc_2016_2021|25-64|__n|__n|6,758 (100.0)|100||6758
no|bd_03#inc_2016_2021|25-64|male|male|2,850 (42.2)|42.1722403077833||2850
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: title||||
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: +3|127 (1.9)|1.87925421722403||127
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: 0|5,673 (83.9)|83.9449541284403||5673
no|bd_03#inc_2016_2021|25-64|cci_g|cci_g: 1-2|958 (14.2)|14.1757916543356||958
no|bd_03#inc_2016_2021|25-64|age_index|age_index|41.5 (31.9;51.6)|31.9342465753424|51.5698630136986|41.457504304
no|bd_03#inc_2016_2021|25-64|education_level|education_level: title||||
no|bd_03#inc_2016_2021|25-64|education_level|education_level: long_education|2,024 (29.9)|29.9496892571766||2024
no|bd_03#inc_2016_2021|25-64|education_level|education_level: medium_education|2,908 (43.0)|43.03048239124||2908
no|bd_03#inc_2016_2021|25-64|education_level|education_level: no_education|201 (3.0)|2.9742527374963||201
no|bd_03#inc_2016_2021|25-64|education_level|education_level: short_education|1,625 (24.0)|24.045575614087||1625
no|bd_03#inc_2016_2021|65+|__n|__n|1,099 (100.0)|100||1099
no|bd_03#inc_2016_2021|65+|male|male|466 (42.4)|42.4021838034576||466
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: title||||
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: +3|168 (15.3)|15.2866242038216||168
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: 0|507 (46.1)|46.132848043676||507
no|bd_03#inc_2016_2021|65+|cci_g|cci_g: 1-2|424 (38.6)|38.5805277525022||424
no|bd_03#inc_2016_2021|65+|age_index|age_index|73.0 (68.9;77.6)|68.9479452054794|77.6|72.982468748
no|bd_03#inc_2016_2021|65+|education_level|education_level: title||||
no|bd_03#inc_2016_2021|65+|education_level|education_level: long_education|254 (23.1)|23.1119199272065||254
no|bd_03#inc_2016_2021|65+|education_level|education_level: medium_education|449 (40.9)|40.8553230209281||449
no|bd_03#inc_2016_2021|65+|education_level|education_level: no_education|91 (8.3)|8.28025477707006||91
no|bd_03#inc_2016_2021|65+|education_level|education_level: short_education|305 (27.8)|27.7525022747952||305
no|bd_03#prev_2021|0-24|__n|__n|1,356 (100.0)|100||1356
no|bd_03#prev_2021|0-24|male|male|463 (34.1)|34.1445427728613||463
no|bd_03#prev_2021|0-24|cci_g|cci_g: title||||
no|bd_03#prev_2021|0-24|cci_g|cci_g: +3|5 (0.4)|0.36873156342182||5
no|bd_03#prev_2021|0-24|cci_g|cci_g: 0|1,241 (91.5)|91.5191740412979||1241
no|bd_03#prev_2021|0-24|cci_g|cci_g: 1-2|110 (8.1)|8.11209439528023||110
no|bd_03#prev_2021|0-24|age_index|age_index|22.4 (20.4;23.8)|20.4112021857923|23.8082191780821|22.352054795
no|bd_03#prev_2021|0-24|education_level|education_level: title||||
no|bd_03#prev_2021|0-24|education_level|education_level: long_education|42 (3.1)|3.09734513274336||42
no|bd_03#prev_2021|0-24|education_level|education_level: medium_education|476 (35.1)|35.1032448377581||476
no|bd_03#prev_2021|0-24|education_level|education_level: no_education|8 (0.6)|0.58997050147492||8
no|bd_03#prev_2021|0-24|education_level|education_level: short_education|830 (61.2)|61.2094395280236||830
no|bd_03#prev_2021|25-64|__n|__n|23,175 (100.0)|100||23175
no|bd_03#prev_2021|25-64|male|male|9,054 (39.1)|39.0679611650485||9054
no|bd_03#prev_2021|25-64|cci_g|cci_g: title||||
no|bd_03#prev_2021|25-64|cci_g|cci_g: +3|750 (3.2)|3.23624595469255||750
no|bd_03#prev_2021|25-64|cci_g|cci_g: 0|18,248 (78.7)|78.740021574973||18248
no|bd_03#prev_2021|25-64|cci_g|cci_g: 1-2|4,177 (18.0)|18.0237324703344||4177
no|bd_03#prev_2021|25-64|age_index|age_index|47.6 (37.6;56.3)|37.5808219178082|56.2950819672131|47.646575342
no|bd_03#prev_2021|25-64|education_level|education_level: title||||
no|bd_03#prev_2021|25-64|education_level|education_level: long_education|6,222 (26.8)|26.8478964401294||6222
no|bd_03#prev_2021|25-64|education_level|education_level: medium_education|9,868 (42.6)|42.5803667745415||9868
no|bd_03#prev_2021|25-64|education_level|education_level: no_education|477 (2.1)|2.05825242718446||477
no|bd_03#prev_2021|25-64|education_level|education_level: short_education|6,608 (28.5)|28.5134843581445||6608
no|bd_03#prev_2021|65+|__n|__n|7,983 (100.0)|100||7983
no|bd_03#prev_2021|65+|male|male|3,010 (37.7)|37.7051233871978||3010
no|bd_03#prev_2021|65+|cci_g|cci_g: title||||
no|bd_03#prev_2021|65+|cci_g|cci_g: +3|1,281 (16.0)|16.0465990229237||1281
no|bd_03#prev_2021|65+|cci_g|cci_g: 0|3,626 (45.4)|45.4215207315545||3626
no|bd_03#prev_2021|65+|cci_g|cci_g: 1-2|3,076 (38.5)|38.5318802455217||3076
no|bd_03#prev_2021|65+|age_index|age_index|73.2 (68.7;78.1)|68.6885245901639|78.0986301369863|73.205479452
no|bd_03#prev_2021|65+|education_level|education_level: title||||
no|bd_03#prev_2021|65+|education_level|education_level: long_education|1,963 (24.6)|24.5897532256044||1963
no|bd_03#prev_2021|65+|education_level|education_level: medium_education|3,337 (41.8)|41.8013278216209||3337
no|bd_03#prev_2021|65+|education_level|education_level: no_education|590 (7.4)|7.39070524865338||590
no|bd_03#prev_2021|65+|education_level|education_level: short_education|2,093 (26.2)|26.2182137041212||2093
no|bd_04#inc_2016_2021|0-24|__n|__n|527 (100.0)|100||527
no|bd_04#inc_2016_2021|0-24|male|male|271 (51.4)|51.4231499051233||271
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: title||||
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: +3|*|M|M|M
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: 0|485 (92.0)|92.0303605313093||485
no|bd_04#inc_2016_2021|0-24|cci_g|cci_g: 1-2|*|M|M|M
no|bd_04#inc_2016_2021|0-24|age_index|age_index|15.2 (7.3;20.7)|7.31967213114754|20.6904109589041|15.18509619
no|bd_04#inc_2016_2021|0-24|education_level|education_level: title||||
